Temperature,Humidity,Light,Outlook,Outside_UV,Outside_Temp,Outside_Humidity,Month,Day,WeekDay,Hour,Occupancy,hr_before,hr_after
8,48,0,4,0,-3.4,70,2,28,3,21,1,68,63
12,74,0,6,1,7.8,97,2,10,6,13,0,67,64
12,73,0,6,1,8,98,2,10,6,14,0,74,69
12,72,0,6,1,8,98,2,10,6,14,0,75,68
12,71,0,1,1,8.2,98,2,10,6,15,0,70,68
13,67,2,0,0,4.6,80,2,15,4,19,1,70,68
13,67,2,0,0,4,84,2,15,4,21,0,46,76
13,73,0,6,0,8.1,89,3,14,3,21,0,48,56
13,73,2,6,0,7.7,92,3,14,3,22,0,49,57
9,62,0,0,0,2.9,61,2,7,3,17,0,48,57
9,63,0,0,0,2.9,62,2,7,3,18,0,48,56
10,64,2,0,0,2.3,67,2,7,3,19,1,74,75
12,69,0,5,1,5.2,98,3,5,1,7,0,73,75
11,68,0,2,0,0.5,99,2,17,6,7,0,72,76
12,68,1,5,1,2.7,99,2,17,6,9,0,71,76
12,68,1,5,1,3.7,99,2,17,6,9,0,67,76
14,76,1,1,1,11.6,88,1,29,1,13,0,67,65
10,56,0,5,0,-0.1,83,2,23,5,2,0,73,68
10,57,0,5,0,0.2,84,2,23,5,2,0,73,69
10,57,0,5,0,-0.7,88,2,23,5,4,0,62,74
10,56,0,0,0,-1.2,89,2,23,5,4,0,63,76
14,75,0,5,0,9.2,97,1,28,7,4,0,64,76
13,75,0,4,0,9.7,96,1,28,7,4,0,69,75
13,76,0,5,0,10.1,94,1,28,7,7,0,68,75
13,76,0,4,0,10.1,94,1,28,7,8,0,68,70
13,76,0,5,0,10.2,95,1,28,7,8,0,68,70
10,65,2,0,1,6.6,64,2,9,5,13,0,76,71
12,68,1,5,1,5.6,97,2,17,6,10,0,56,70
12,69,2,5,2,9.4,79,2,17,6,11,0,57,67
12,74,0,5,0,7.6,82,1,15,1,18,0,57,67
13,76,2,4,0,7.7,87,1,15,1,21,1,56,67
13,76,2,5,0,7.6,85,1,15,1,21,0,75,72
13,75,2,5,0,7.6,83,1,15,1,22,0,75,69
13,75,2,5,0,7.5,87,1,15,1,22,0,76,73
12,70,0,6,0,6,97,3,5,1,15,0,76,77
12,70,0,6,1,6.4,96,3,5,1,14,1,76,68
12,71,0,6,1,6.2,97,3,5,1,15,1,65,69
12,70,0,6,1,5.7,97,3,5,1,15,0,68,72
11,67,1,5,2,5.3,70,2,9,5,12,1,69,71
11,67,1,5,1,5.7,68,2,9,5,12,0,74,72
10,67,1,5,1,7.3,60,2,9,5,14,1,76,71
13,72,0,1,0,7.5,98,3,15,4,4,0,76,73
12,69,0,5,0,4.3,89,1,19,5,22,0,75,74
13,73,0,4,0,7.5,98,3,15,4,6,0,75,74
14,77,1,1,1,10.8,94,1,29,1,14,1,70,74
13,68,2,4,2,7.8,88,3,6,2,10,0,70,75
10,69,0,1,1,6.8,92,2,8,4,14,0,71,67
12,72,2,1,0,5.8,85,1,14,7,0,1,70,68
11,71,0,1,0,5.7,87,1,14,7,2,0,67,67
11,72,0,1,0,5.6,87,1,14,7,2,0,67,67
11,71,0,1,0,5.3,88,1,14,7,2,0,67,63
12,73,0,1,1,8.5,99,1,21,7,13,0,72,63
12,74,0,1,1,9.2,99,1,21,7,13,1,69,73
12,74,0,1,1,9.2,99,1,21,7,13,0,73,73
12,74,0,6,1,9.4,99,1,21,7,14,1,77,67
12,75,0,1,0,9.9,99,1,21,7,15,0,68,67
13,67,2,0,0,4.5,81,2,15,4,19,0,69,68
12,68,2,0,0,4.6,80,2,15,4,19,0,72,68
13,67,2,0,0,4.7,77,2,15,4,20,1,71,75
13,67,2,0,0,4.8,77,2,15,4,20,1,72,70
8,63,2,7,0,-3,93,3,1,4,18,1,71,67
9,63,0,1,1,-0.7,85,3,2,5,10,0,73,69
13,73,0,4,1,7.6,98,3,15,4,7,0,74,87
13,73,1,4,1,7.9,98,3,15,4,8,0,74,86
11,67,1,5,2,7.6,91,3,4,7,9,0,74,86
11,67,0,5,2,8,89,3,4,7,10,0,75,88
11,68,1,5,2,8.1,90,3,4,7,10,0,67,84
11,68,0,5,2,8.1,90,3,4,7,10,0,68,84
14,75,0,4,0,10.4,98,1,27,6,23,0,67,81
12,70,1,4,2,6.5,97,3,5,1,9,0,67,82
13,67,2,0,1,7.6,66,1,19,5,12,0,63,79
12,69,1,5,1,8.1,69,1,19,5,13,0,63,68
13,87,0,5,0,2.6,97,1,6,6,7,0,73,69
13,86,0,5,1,2.5,96,1,6,6,9,0,73,70
13,86,0,5,1,2.5,96,1,6,6,9,0,67,70
13,88,0,5,1,2.7,96,1,6,6,9,0,67,70
14,84,0,5,1,2.7,96,1,6,6,10,0,68,68
14,84,0,5,1,2.7,96,1,6,6,10,1,68,68
15,81,0,4,1,2.8,96,1,6,6,10,1,75,68
14,82,2,4,1,4.8,87,1,6,6,14,0,70,76
15,79,2,4,1,4.8,88,1,6,6,15,0,67,76
12,68,2,5,2,7.9,83,2,17,6,10,0,69,76
12,69,2,5,2,9.3,80,2,17,6,11,0,87,75
11,70,0,4,1,4.6,82,1,14,7,10,0,86,75
11,70,1,1,1,5.5,78,1,14,7,11,0,86,67
11,70,1,1,1,5.6,78,1,14,7,11,0,88,68
12,68,0,0,0,5.4,98,3,5,1,6,0,84,67
12,68,0,0,0,5.3,98,3,5,1,6,0,84,83
11,68,0,5,0,5.3,98,3,5,1,6,0,81,72
14,76,0,5,0,10.6,96,1,28,7,1,0,82,71
14,76,0,5,0,10.2,97,1,28,7,2,0,79,72
14,76,0,5,0,10,98,1,28,7,2,0,68,38
14,75,0,5,0,9.2,97,1,28,7,3,0,69,29
13,75,0,5,0,9.3,97,1,28,7,4,0,70,70
10,67,2,0,2,4.2,61,2,23,5,12,0,70,70
10,68,2,0,2,4.5,60,2,23,5,12,0,70,54
10,67,2,0,2,4.5,59,2,23,5,12,0,68,54
13,83,2,1,0,3.6,99,1,8,1,7,1,68,54
11,72,0,1,0,5.7,84,1,13,6,5,0,68,54
11,71,0,1,0,6,83,1,13,6,6,0,76,54
11,72,0,1,0,6.7,84,1,13,6,8,0,76,70
7,38,0,1,0,-3.9,64,3,1,4,1,0,76,71
7,29,0,1,0,-3.9,61,3,1,4,2,0,75,72
11,70,0,5,1,8.6,89,3,4,7,15,1,75,67
11,70,2,5,1,8.1,90,3,4,7,15,1,67,68
6,54,0,7,1,-3.9,80,3,1,4,8,0,68,68
6,54,0,1,1,-3.8,84,3,1,4,10,0,67,67
6,54,0,1,1,-3.8,80,3,1,4,10,0,83,67
6,54,0,1,1,-3.8,79,3,1,4,10,0,72,67
6,54,0,1,1,-3.6,79,3,1,4,11,0,71,54
12,70,2,5,0,6.5,87,2,16,5,19,1,72,56
12,71,2,5,0,6.3,90,2,16,5,20,1,38,72
12,72,2,5,0,6.2,89,2,16,5,20,1,29,68
12,67,0,6,1,5,94,2,13,2,10,0,70,68
12,68,1,6,1,5.3,96,2,13,2,11,1,70,55
12,68,2,6,1,5.2,94,2,13,2,11,0,54,69
12,67,2,4,1,5.4,88,2,13,2,12,0,54,72
12,67,2,4,2,6,84,2,13,2,12,0,54,71
12,67,2,4,2,6.6,83,2,13,2,13,0,54,70
9,54,0,0,0,-1.7,82,2,24,6,6,0,54,69
9,56,0,0,0,-1.9,83,2,24,6,6,0,70,69
14,72,0,4,0,4,93,1,26,5,23,1,71,69
12,68,2,1,0,5.4,99,3,4,7,0,1,72,72
12,68,0,4,0,5.7,98,3,4,7,2,0,67,68
9,55,1,0,2,3,58,2,24,6,10,0,68,69
13,69,0,0,2,9.1,69,2,15,4,11,1,68,76
14,72,0,0,0,2.9,97,1,30,2,0,0,67,74
14,71,0,0,0,2.8,96,1,30,2,0,0,67,74
14,70,0,0,0,2.7,96,1,30,2,1,1,67,76
13,69,0,0,0,1.5,99,1,30,2,2,0,54,76
13,69,0,0,0,1.2,99,1,30,2,3,0,56,75
10,69,0,6,1,4.5,87,2,14,3,9,0,72,69
13,72,0,1,0,7.6,98,3,15,4,6,0,68,69
11,68,0,5,2,10,85,3,4,7,12,0,68,69
12,69,1,5,0,4.7,96,3,6,2,2,1,55,73
17,76,2,6,0,5.2,95,1,5,5,20,0,69,73
12,74,2,1,0,7.5,93,1,30,2,16,1,72,67
12,74,2,1,0,7.2,96,1,30,2,17,0,71,67
12,76,2,1,0,6.8,97,1,30,2,17,1,70,75
12,76,2,1,0,6.9,98,1,30,2,17,1,69,68
12,75,2,1,0,7.1,98,1,30,2,18,0,69,68
13,69,2,5,0,5.1,97,3,6,2,0,1,69,69
13,69,2,5,0,4.8,95,3,6,2,1,0,72,68
13,69,2,5,0,4.8,95,3,6,2,1,0,68,69
13,73,0,4,1,9.3,86,3,15,4,17,0,69,69
13,73,0,4,0,9.3,87,3,15,4,17,1,76,68
11,67,0,5,0,5.6,73,2,13,2,17,0,74,74
11,67,0,5,0,5.7,74,2,13,2,17,0,74,74
11,75,2,1,0,8.2,99,2,14,3,20,1,76,73
9,68,1,6,1,3.1,96,3,3,6,8,0,76,67
9,68,0,6,1,3.2,96,3,3,6,8,0,75,68
9,69,0,6,1,3.2,96,3,3,6,9,0,69,57
9,68,1,1,2,4.6,90,3,3,6,11,0,69,57
9,69,2,6,2,4.4,92,3,3,6,11,0,69,73
9,69,1,1,1,4.8,91,3,3,6,13,0,73,73
10,68,2,0,2,5.7,56,2,23,5,14,0,73,72
11,74,0,4,0,7,88,1,13,6,19,0,67,76
11,74,0,4,0,7,87,1,13,6,19,0,67,75
11,73,2,4,0,6.7,87,1,13,6,20,1,75,73
12,67,0,5,0,-0.2,99,1,30,2,7,0,68,72
12,68,0,5,0,-0.4,99,1,30,2,7,0,68,72
7,57,0,7,0,-3.5,93,3,1,4,16,0,69,70
7,57,0,7,0,-3.4,94,3,1,4,17,1,68,69
13,73,0,6,0,7.8,91,3,14,3,21,0,69,70
13,73,2,6,0,7.6,92,3,14,3,22,1,69,70
13,72,2,6,0,7.6,92,3,14,3,22,0,68,70
12,76,2,6,0,7.6,89,1,15,1,20,0,74,73
12,75,0,4,0,9.2,99,2,15,4,0,1,74,72
12,73,0,4,0,8.7,98,2,15,4,2,0,73,72
12,72,0,4,0,9,98,2,15,4,3,0,67,72
13,72,0,6,0,7.7,98,3,15,4,3,0,68,72
10,70,1,4,0,3.4,98,3,3,6,20,1,57,73
11,69,2,4,0,3,98,3,3,6,20,1,57,70
11,70,2,4,0,3,98,3,3,6,21,1,73,69
11,70,2,1,0,2.8,98,3,3,6,21,1,73,70
11,70,2,1,0,2.7,98,3,3,6,21,1,72,70
11,73,0,1,0,7.1,81,1,14,7,22,0,76,70
11,72,0,1,0,7.1,84,1,14,7,23,0,75,70
11,72,0,1,0,7.6,88,1,15,1,0,0,73,56
11,72,0,1,0,7.8,88,1,15,1,1,0,72,74
13,72,0,5,0,7.3,97,3,16,5,6,0,72,75
13,73,2,4,0,4.1,92,1,20,6,22,0,70,76
13,70,2,4,0,3.4,92,1,21,7,0,0,69,76
13,69,2,1,0,3.2,92,1,21,7,0,1,70,76
13,70,2,1,0,3.2,92,1,21,7,0,1,70,76
12,70,2,1,0,3.2,92,1,21,7,1,1,70,61
12,70,2,1,0,3.1,92,1,21,7,1,1,73,72
12,70,0,1,0,3.1,92,1,21,7,1,0,72,72
11,56,0,0,0,-0.1,79,2,23,5,0,0,72,73
13,74,0,1,0,10.3,99,1,27,6,16,0,72,73
13,75,2,1,0,10.5,99,1,27,6,19,1,72,74
13,76,2,1,0,10.6,99,1,27,6,19,1,73,67
13,76,2,1,0,10.6,99,1,27,6,20,0,70,67
13,76,2,1,0,10.5,99,1,27,6,20,0,69,67
14,76,2,1,0,10.5,98,1,27,6,21,0,70,67
9,61,0,7,1,-0.5,86,3,2,5,8,0,70,63
11,72,0,1,0,7.1,84,1,13,6,8,0,70,32
11,72,0,1,0,7.2,85,1,13,6,9,0,70,38
11,73,0,4,1,7.5,85,1,13,6,10,0,56,71
11,73,0,1,0,7,88,1,13,6,17,0,74,70
11,74,0,1,0,7,88,1,13,6,17,0,75,69
10,67,0,4,0,1.5,83,2,6,2,22,1,76,68
10,67,2,4,0,1.5,88,2,6,2,23,1,76,56
10,67,0,4,0,1.4,90,2,6,2,23,0,76,55
10,67,0,4,0,1.2,90,2,7,3,0,0,76,53
10,63,1,0,1,1.2,74,2,23,5,9,0,61,54
7,32,0,1,0,-4,63,3,1,4,2,0,72,77
7,38,0,1,0,-3.9,63,3,1,4,2,1,72,77
10,71,2,4,0,4,97,3,3,6,19,0,73,71
11,70,2,1,0,2.6,99,3,3,6,22,1,73,61
11,69,2,1,0,2.7,99,3,3,6,22,0,74,76
11,68,2,2,0,2.8,99,3,3,6,22,1,67,76
10,56,0,0,0,-0.4,82,2,24,6,1,0,67,76
10,55,0,5,0,-0.8,83,2,24,6,1,0,67,74
9,53,0,0,0,-1.5,81,2,24,6,4,0,67,74
9,54,0,0,0,-1.6,81,2,24,6,4,0,63,69
14,77,0,1,1,11,93,1,29,1,14,1,32,69
14,77,0,1,1,10.8,94,1,29,1,14,1,38,69
13,71,0,1,0,6.1,86,1,26,5,20,1,71,70
9,61,0,1,1,-0.8,88,3,2,5,14,0,70,67
14,76,2,1,1,11.1,89,1,29,1,12,1,69,77
14,76,2,1,1,11.1,89,1,29,1,12,0,68,77
14,76,2,1,2,11.1,89,1,29,1,12,0,56,77
12,74,2,1,0,7.1,98,1,30,2,18,1,55,77
12,74,2,1,0,7.4,98,1,30,2,18,1,53,66
12,69,2,5,1,9.6,79,3,6,2,15,1,54,67
12,69,2,5,1,9.1,79,3,6,2,16,0,77,67
11,69,0,0,0,6.1,93,3,4,7,17,0,77,67
12,70,0,6,0,6.2,95,3,4,7,19,0,71,76
11,67,0,5,1,9.1,87,3,4,7,15,1,61,74
13,77,0,4,0,10.6,96,1,28,7,16,0,76,75
13,77,0,4,0,10.7,95,1,28,7,17,0,76,67
13,77,0,4,0,10.7,95,1,28,7,17,0,76,67
13,77,0,4,0,10.7,94,1,28,7,17,1,74,68
10,66,2,0,1,6.9,62,2,9,5,13,1,74,74
10,67,1,0,1,7,63,2,9,5,13,0,69,72
10,67,1,5,1,7.5,60,2,9,5,14,1,69,75
10,67,1,0,1,7.4,61,2,9,5,14,1,69,76
14,76,0,5,0,10.6,96,1,28,7,1,0,70,77
12,74,0,6,1,9.3,99,1,21,7,13,1,67,77
12,75,0,1,1,9.7,99,1,21,7,15,0,77,75
13,67,0,5,1,8.6,59,2,15,4,16,1,77,75
13,67,0,0,1,8.5,62,2,15,4,16,1,77,75
12,68,0,5,0,4.6,97,3,6,2,4,0,77,73
12,74,2,1,0,6.8,86,1,13,6,0,1,66,67
12,72,2,4,0,6.6,82,1,13,6,0,0,67,67
14,75,0,1,1,11.1,99,1,23,2,9,0,67,77
14,76,0,1,1,11.2,99,1,23,2,10,0,67,77
14,77,0,1,0,9.8,95,1,28,7,22,1,76,75
14,77,0,4,0,9.8,95,1,28,7,23,1,74,75
14,75,0,1,0,9.8,94,1,29,1,0,0,75,75
14,75,0,1,0,9.8,95,1,29,1,1,0,67,49
14,75,0,1,0,9.5,93,1,29,1,2,0,67,65
13,73,0,4,1,8.6,95,3,16,5,8,0,68,67
9,67,0,1,0,2.5,96,3,3,6,6,0,74,67
9,67,0,4,0,2.6,96,3,3,6,6,0,72,54
14,77,0,4,0,9.8,95,1,28,7,23,0,75,54
14,77,0,1,0,9.8,95,1,28,7,23,0,76,73
14,75,0,1,0,9.5,95,1,29,1,1,0,77,75
14,75,0,1,0,9.7,93,1,29,1,2,0,77,75
14,75,0,1,0,9.8,93,1,29,1,3,0,75,75
6,49,0,7,0,-4.7,88,3,1,4,6,0,75,68
10,65,2,0,1,5.9,57,2,23,5,16,0,75,54
12,67,0,6,0,4.9,90,2,13,2,8,0,73,54
12,67,0,6,0,5.1,92,2,13,2,9,0,67,55
9,54,0,0,0,-1.7,82,2,24,6,5,0,67,65
9,54,2,0,0,-1.7,81,2,24,6,5,0,77,72
12,73,0,6,1,8,99,1,21,7,12,0,77,72
12,75,0,6,1,9.5,99,1,21,7,14,1,75,70
12,75,0,6,1,9.6,99,1,21,7,14,1,75,69
12,75,0,1,1,9.6,99,1,21,7,14,0,75,68
13,68,0,5,0,6.7,89,1,27,6,6,0,49,69
6,54,1,7,1,-3.3,82,3,1,4,12,0,65,77
6,54,2,7,1,-3.3,82,3,1,4,12,0,67,76
6,55,1,7,1,-3.3,84,3,1,4,12,1,67,75
9,65,0,1,0,2.7,95,3,3,6,5,0,54,67
12,72,2,4,1,8.1,86,1,30,2,14,1,54,67
12,72,2,1,1,8.5,84,1,30,2,15,1,73,67
11,70,2,1,0,2.5,99,3,3,6,21,1,75,63
11,69,2,1,0,2.6,99,3,3,6,22,1,75,67
11,68,2,2,0,2.8,99,3,3,6,22,1,75,67
11,69,2,2,0,2.9,99,3,3,6,22,1,68,67
13,77,2,1,0,10.6,99,1,27,6,20,0,54,66
14,76,2,1,0,10.3,98,1,27,6,22,0,54,75
14,75,0,4,0,10.3,98,1,27,6,23,0,55,75
12,67,1,0,1,4.4,79,2,11,7,9,0,65,76
12,67,1,0,1,5.8,73,2,11,7,10,0,72,69
12,67,2,0,1,6.1,71,2,11,7,10,0,72,69
12,63,2,5,1,6,69,2,11,7,12,1,70,68
13,67,0,6,0,5.5,88,2,13,2,6,1,69,68
13,67,0,6,0,4.9,89,2,13,2,7,1,68,67
13,67,0,6,0,4.9,91,2,13,2,7,1,69,70
13,66,0,6,0,4.7,92,2,13,2,7,0,77,77
14,75,0,1,1,10.1,91,1,29,1,9,0,76,77
14,75,1,1,1,10.3,89,1,29,1,10,1,75,68
14,76,1,1,1,10.6,90,1,29,1,10,0,67,68
12,69,2,5,0,6.3,92,3,5,1,0,1,67,68
12,69,2,5,0,6.5,91,3,5,1,0,1,67,69
12,68,0,0,0,6.7,92,3,5,1,1,0,63,52
12,68,0,0,0,6.4,93,3,5,1,2,0,67,49
11,67,2,5,0,3.5,84,2,12,1,20,1,67,67
14,70,0,0,0,2.8,96,1,30,2,1,1,67,66
14,77,0,5,0,8.2,94,1,29,1,18,1,66,78
14,77,0,5,0,8,94,1,29,1,18,0,75,44
14,68,0,4,0,5.3,91,1,27,6,5,0,75,41
13,68,0,1,0,5.9,90,1,27,6,6,0,76,40
13,68,0,5,0,7.1,91,1,27,6,7,0,69,39
13,69,0,6,0,7.7,89,1,27,6,7,0,69,38
9,52,0,0,0,-5.4,87,2,28,3,2,0,68,74
8,49,0,5,0,-5.7,90,2,28,3,4,0,68,66
13,67,2,0,1,10.5,52,2,15,4,13,0,67,65
13,66,0,0,0,7.5,68,2,15,4,17,1,70,65
14,78,1,1,1,11.2,92,1,29,1,13,0,77,65
7,44,0,4,0,-3.7,63,2,28,3,22,1,77,65
7,41,0,1,0,-3.7,63,3,1,4,0,0,68,65
7,40,0,1,0,-3.7,63,3,1,4,0,0,68,67
7,39,0,1,0,-3.7,64,3,1,4,0,0,68,68
7,38,0,1,0,-3.8,64,3,1,4,0,0,69,69
13,74,2,4,2,10.3,89,3,16,5,9,0,52,69
9,66,2,1,0,3.6,94,3,2,5,23,0,49,77
9,65,0,6,0,3.4,94,3,3,6,0,0,67,74
9,65,0,1,0,3.8,92,3,3,6,1,0,66,74
9,65,0,6,0,3.5,91,3,3,6,1,0,78,57
9,65,0,1,0,2.6,94,3,3,6,2,0,44,73
9,65,0,1,0,2.6,94,3,3,6,2,0,41,76
11,67,2,5,0,5.9,78,2,13,2,0,1,40,76
11,68,0,4,0,6.1,77,2,13,2,1,1,39,68
12,69,0,4,0,6.1,82,2,13,2,2,1,38,67
12,69,0,1,0,5.9,84,2,13,2,3,1,74,67
14,77,0,1,1,10.7,96,1,29,1,14,0,66,66
14,74,2,5,2,11.9,83,3,15,4,12,0,65,81
14,74,2,5,2,11.3,84,3,15,4,14,0,65,85
10,57,2,0,1,8.2,59,2,12,1,14,0,65,87
12,73,0,1,1,8.8,99,1,21,7,13,0,65,74
12,76,0,1,0,10,99,1,21,7,15,0,65,73
12,76,0,1,0,10.3,99,1,21,7,16,0,67,73
13,68,0,0,0,6.5,79,2,11,7,2,0,68,73
13,67,0,0,0,6.2,77,2,11,7,3,0,69,74
13,67,0,0,0,6.1,77,2,11,7,3,1,69,74
12,66,0,0,0,4.2,74,2,11,7,6,0,77,73
15,81,0,1,0,10.9,92,1,23,2,22,1,74,65
15,85,0,5,0,2.6,97,1,6,6,7,0,74,51
13,87,0,5,0,2.3,97,1,6,6,8,0,57,52
13,74,0,5,0,8.6,82,1,22,1,23,1,73,51
13,73,0,4,0,8.9,91,1,22,1,23,0,76,71
13,73,0,5,0,8.7,90,1,23,2,0,1,76,71
13,73,0,5,0,8.9,91,1,23,2,1,1,68,75
13,74,0,4,0,9.5,93,1,23,2,2,1,67,75
13,74,0,4,0,9.4,93,1,23,2,2,0,67,75
13,73,0,6,0,9.5,95,1,23,2,4,0,66,76
10,65,2,5,2,3.6,65,2,23,5,11,0,81,61
8,51,0,5,1,-4.7,84,2,28,3,8,0,85,73
8,52,1,5,1,-2.5,71,2,28,3,9,0,87,52
8,51,2,5,2,-1.8,62,2,28,3,10,0,74,52
10,71,0,6,0,6.3,98,2,14,3,16,0,73,52
10,71,0,6,0,6.4,98,2,14,3,16,0,73,67
13,75,0,4,0,9.9,96,1,28,7,5,0,73,62
13,75,0,4,0,9.9,96,1,28,7,6,0,74,70
13,75,0,4,0,10,95,1,28,7,6,0,74,68
13,76,0,4,0,10.1,95,1,28,7,7,0,73,68
9,61,0,1,1,-0.8,89,3,2,5,14,1,65,68
13,73,0,4,0,7.4,98,3,15,4,7,0,51,57
8,52,2,4,2,-1.5,53,2,28,3,11,0,52,75
8,52,2,4,2,-1.3,52,2,28,3,11,0,51,165
8,52,2,4,2,-1.2,52,2,28,3,11,0,71,76
13,67,2,5,3,10.3,71,3,6,2,13,0,71,58
9,62,0,1,0,-0.9,90,3,2,5,15,0,75,58
11,70,2,1,1,6.3,74,1,14,7,12,1,75,59
12,68,0,5,0,4.6,97,3,6,2,4,0,75,63
12,68,0,4,0,4,98,3,6,2,5,0,76,60
12,68,0,5,0,2.8,99,3,6,2,6,0,61,60
10,57,2,0,0,1.3,69,2,24,6,22,1,73,73
12,75,0,1,0,9.2,99,2,14,3,21,1,52,76
6,165,0,4,0,9.7,99,2,14,3,23,1,52,64
12,76,2,1,0,7,98,1,30,2,18,1,52,65
9,58,2,0,1,4.7,60,2,7,3,12,0,67,64
9,58,1,0,1,5.2,56,2,7,3,12,1,62,60
9,59,2,0,1,5.6,55,2,7,3,12,0,70,60
9,63,1,0,1,6.2,52,2,7,3,13,0,68,63
10,60,2,0,1,8.5,54,2,12,1,14,0,68,63
10,60,2,5,1,8.6,56,2,12,1,14,0,68,63
13,73,0,4,1,9.7,87,3,15,4,17,0,57,65
14,76,0,1,1,10.9,99,1,23,2,9,0,75,66
10,64,0,5,1,6.9,65,2,12,1,16,1,165,67
10,65,0,5,0,5.4,75,2,12,1,17,1,76,66
10,64,0,5,0,5,78,2,12,1,17,0,58,59
10,60,0,0,0,-1.9,91,2,23,5,7,0,58,68
10,60,0,0,0,-1.9,91,2,23,5,7,0,59,68
10,63,2,0,1,6.8,58,2,9,5,15,0,63,67
10,63,0,0,0,4.8,70,2,9,5,17,1,60,67
10,63,0,0,0,4.1,71,2,9,5,17,1,60,71
10,65,2,0,0,1.7,73,2,23,5,19,1,73,70
10,66,2,0,0,1.3,74,2,23,5,20,1,76,69
11,67,2,5,0,0.8,76,2,23,5,21,1,64,69
11,66,2,5,0,0.8,76,2,23,5,21,1,65,69
10,59,0,5,0,0.7,78,2,23,5,23,0,64,71
13,68,0,1,0,5.5,85,2,13,2,5,1,60,69
13,68,0,1,0,5.5,86,2,13,2,5,1,60,69
13,67,0,6,0,5.6,86,2,13,2,6,1,63,68
13,67,0,6,0,5.4,90,2,13,2,6,1,63,69
11,71,0,4,0,5,87,1,14,7,4,0,63,68
11,70,0,4,0,4.8,85,1,14,7,6,0,65,76
10,69,0,6,1,4.7,92,2,14,3,11,0,66,67
10,69,0,6,1,4.9,93,2,14,3,11,0,67,83
10,69,0,6,1,5.2,95,2,14,3,13,0,66,62
13,71,0,1,0,6.2,85,1,26,5,20,1,59,77
13,69,2,5,0,5,96,3,6,2,0,0,68,77
12,69,0,5,0,4.7,96,3,6,2,3,0,68,77
12,68,0,5,0,4.8,96,3,6,2,3,0,67,77
12,69,0,5,0,4.8,96,3,6,2,4,0,67,78
12,68,0,5,0,4.8,96,3,6,2,4,0,71,80
10,76,0,4,0,7.9,93,1,12,5,15,0,70,79
11,67,0,0,0,4.9,63,2,22,4,17,1,69,79
16,83,2,5,1,8.4,74,1,5,5,11,1,69,73
10,62,0,0,1,-1.4,87,2,23,5,8,0,69,73
13,77,2,4,2,12.5,86,1,28,7,11,0,71,69
13,77,2,4,2,12.2,87,1,28,7,12,0,69,69
13,77,2,4,2,12.2,88,1,28,7,12,0,69,60
13,77,0,4,1,11.3,94,1,28,7,14,1,68,59
15,78,2,5,1,8.8,71,1,5,5,14,0,69,58
14,80,0,5,1,8,76,1,5,5,15,0,68,58
14,79,0,5,1,7.5,77,1,5,5,15,0,76,74
14,79,0,6,0,7.4,79,1,5,5,16,0,67,73
14,73,2,4,2,9.8,90,3,15,4,10,0,83,72
14,73,0,0,0,3.8,96,1,29,1,23,0,62,67
11,69,2,2,0,2.9,99,3,3,6,22,0,77,67
11,69,2,2,0,3,99,3,3,6,22,1,77,68
10,60,0,5,0,0.5,86,2,8,4,1,0,77,67
10,59,0,5,0,0,90,2,8,4,2,0,77,66
10,58,0,5,0,-0.5,91,2,8,4,3,0,78,68
10,58,0,5,0,-0.3,90,2,8,4,4,0,80,67
11,74,2,1,0,6.7,84,1,13,6,21,0,79,78
12,73,0,1,0,6.1,84,1,13,6,22,0,79,77
12,72,0,1,0,6,84,1,13,6,23,1,73,77
9,67,2,5,0,2,68,2,6,2,19,0,73,77
9,67,2,5,0,1.9,68,2,6,2,19,1,69,76
10,68,2,5,0,1.9,72,2,6,2,19,1,69,78
10,67,0,1,0,1.6,82,2,6,2,22,0,60,78
10,66,2,0,0,3.7,72,2,9,5,18,1,59,80
10,68,2,0,0,3.3,75,2,9,5,18,1,58,67
11,67,2,0,0,2.3,77,2,9,5,20,0,58,63
14,78,0,4,0,9.9,95,1,28,7,22,0,74,63
14,77,0,1,0,9.8,95,1,28,7,22,1,73,63
14,77,0,1,0,9.8,94,1,28,7,23,0,72,63
14,77,0,1,0,9.8,94,1,28,7,23,0,67,63
17,76,2,4,0,4.5,84,1,6,6,21,0,67,63
16,78,2,5,0,4.3,85,1,6,6,21,1,68,64
16,78,0,5,0,3.7,86,1,6,6,22,1,67,68
16,80,0,5,0,3.7,86,1,6,6,22,0,66,67
11,67,0,2,0,1.4,99,2,17,6,6,0,68,57
10,63,2,0,1,6.5,61,2,9,5,15,0,67,57
10,63,2,0,1,6.4,63,2,9,5,16,0,78,69
10,63,0,0,0,5.7,66,2,9,5,16,0,77,70
10,63,0,0,0,5.5,67,2,9,5,16,0,77,72
10,63,0,0,0,5.3,67,2,9,5,16,0,77,64
10,63,0,0,0,4.7,70,2,9,5,17,0,76,58
10,64,2,5,0,3.9,72,2,9,5,18,1,78,67
12,68,0,6,1,5.2,96,2,13,2,11,0,78,68
11,67,2,4,2,6.9,82,2,13,2,13,0,80,68
7,57,1,7,1,-3.6,93,3,1,4,15,0,67,67
7,57,0,7,0,-3.5,93,3,1,4,16,1,63,67
14,69,0,6,1,8.4,92,1,27,6,9,0,63,67
14,70,0,1,1,8.6,96,1,27,6,11,0,63,55
13,72,0,6,1,9.1,98,1,27,6,14,1,63,55
