Year,Month,Day,Hour,Minute,Occupancy
2018,1,20,23,36,Empty
2018,1,21,0,45,Occupied
2018,2,6,22,13,Occupied
2018,2,7,1,16,Empty
2018,1,12,22,26,Occupied
2018,1,12,23,9,Occupied
2018,1,12,23,14,Occupied
2018,1,12,23,34,Occupied
2018,1,12,23,49,Occupied
2018,1,15,8,30,Empty
2018,2,16,0,46,Empty
2018,2,16,2,31,Empty
2018,2,16,3,8,Empty
2018,1,23,15,46,Empty
2018,1,23,16,4,Occupied
2018,1,23,16,20,Occupied
2018,1,23,18,0,Occupied
2018,2,15,15,54,Occupied
2018,2,15,16,53,Occupied
2018,2,15,17,25,Empty
2018,2,13,10,25,Empty
2018,2,13,10,43,Empty
2018,2,13,10,56,Empty
2018,2,13,11,24,Empty
2018,2,13,12,19,Empty
2018,2,13,12,49,Empty
2018,2,13,13,1,Empty
2018,2,14,6,33,Empty
2018,2,14,6,40,Empty
2018,2,11,11,35,Empty
2018,1,14,17,35,Empty
2018,1,14,17,47,Empty
2018,1,14,18,21,Empty
2018,1,14,19,46,Empty
2018,1,22,9,47,Empty
2018,1,26,23,40,Occupied
2018,1,26,23,56,Occupied
2018,1,27,0,1,Occupied
2018,1,27,0,12,Empty
2018,1,27,1,25,Occupied
2018,1,27,2,57,Occupied
2018,1,27,3,33,Empty
2018,2,17,11,17,Empty
2018,1,15,3,45,Empty
2018,1,24,8,15,Empty
2018,1,14,15,45,Empty
2018,2,12,15,1,Empty
2018,2,12,15,19,Occupied
2018,2,12,16,6,Occupied
2018,1,28,0,24,Empty
2018,1,28,0,31,Empty
2018,1,28,1,36,Empty
2018,1,28,3,16,Occupied
2018,1,28,4,30,Empty
2018,1,23,13,27,Occupied
2018,1,23,13,39,Empty
2018,2,15,10,26,Empty
2018,2,15,10,39,Empty
2018,2,15,13,14,Occupied
2018,2,13,17,57,Empty
2018,2,13,18,9,Empty
2018,2,13,18,50,Occupied
2018,1,13,21,24,Empty
2018,1,13,21,36,Empty
2018,1,13,22,7,Empty
2018,1,13,23,43,Occupied
2018,1,7,13,29,Empty
2018,1,7,14,48,Empty
2018,1,7,16,1,Empty
2018,1,7,18,50,Empty
2018,1,7,19,32,Empty
2018,1,7,19,44,Empty
2018,1,7,20,2,Empty
2018,1,7,20,21,Empty
2018,1,19,23,42,Empty
2018,1,20,2,41,Empty
2018,2,10,15,36,Empty
2018,2,10,15,53,Empty
2018,2,10,16,11,Empty
2018,2,10,16,28,Empty
2018,2,10,16,40,Empty
2018,2,10,18,44,Occupied
2018,1,19,11,59,Empty
2018,1,19,13,10,Empty
2018,1,19,14,11,Empty
2018,2,16,21,25,Empty
2018,2,16,21,31,Occupied
2018,2,16,21,36,Occupied
2018,2,16,21,41,Occupied
2018,2,16,22,4,Empty
2018,2,16,22,29,Empty
2018,2,16,22,41,Empty
2018,2,16,23,12,Empty
2018,2,16,23,58,Empty
2018,2,17,0,21,Empty
2018,1,15,2,35,Empty
2018,2,14,7,0,Empty
2018,2,14,7,25,Empty
2018,2,12,21,5,Occupied
2018,1,29,19,4,Occupied
2018,1,29,19,10,Occupied
2018,1,22,20,44,Occupied
2018,1,22,21,0,Occupied
2018,1,22,21,20,Occupied
2018,1,22,22,5,Empty
2018,1,22,22,39,Empty
2018,1,14,18,5,Occupied
2018,1,14,19,16,Empty
2018,1,14,19,22,Empty
2018,1,14,20,4,Empty
2018,2,7,11,0,Empty
2018,2,7,11,16,Occupied
2018,2,7,11,39,Empty
2018,2,7,12,50,Empty
2018,2,7,13,2,Occupied
2018,1,29,11,47,Empty
2018,1,26,20,51,Occupied
2018,2,15,23,0,Occupied
2018,2,15,23,12,Empty
2018,2,15,23,29,Occupied
2018,2,16,0,58,Empty
2018,1,30,9,34,Empty
2018,1,30,10,41,Empty
2018,2,15,23,24,Occupied
2018,2,7,10,31,Empty
2018,1,21,20,17,Occupied
2018,1,21,20,54,Occupied
2018,1,21,21,19,Empty
2018,1,21,21,43,Empty
2018,1,21,22,50,Empty
2018,1,21,23,56,Occupied
2018,1,22,2,12,Empty
2018,1,24,3,55,Empty
2018,1,14,20,16,Empty
2018,1,14,22,2,Empty
2018,1,14,23,2,Empty
2018,1,21,11,18,Occupied
2018,1,21,11,35,Occupied
2018,1,20,13,22,Empty
2018,1,20,13,28,Empty
2018,1,20,14,33,Empty
2018,1,20,15,48,Empty
2018,1,7,6,18,Empty
2018,1,7,6,30,Empty
2018,1,7,8,2,Empty
2018,1,7,8,14,Empty
2018,1,7,10,15,Empty
2018,1,7,10,21,Empty
2018,1,7,10,39,Empty
2018,1,7,11,52,Empty
2018,1,7,12,23,Empty
2018,1,22,9,10,Empty
2018,2,17,2,10,Empty
2018,2,17,4,4,Empty
2018,2,15,9,20,Empty
2018,2,11,10,53,Empty
2018,2,11,11,29,Empty
2018,2,14,8,12,Occupied
2018,2,14,11,1,Empty
2018,1,14,18,52,Empty
2018,1,22,1,15,Empty
2018,1,22,2,20,Empty
2018,1,22,2,52,Empty
2018,1,22,4,34,Empty
2018,2,15,7,43,Empty
2018,2,15,7,55,Empty
2018,2,15,9,26,Empty
2018,2,13,12,7,Empty
2018,2,13,12,43,Empty
2018,2,15,21,22,Empty
2018,2,15,22,33,Empty
2018,2,15,22,39,Empty
2018,1,19,12,11,Empty
2018,1,19,12,40,Empty
2018,1,19,13,16,Empty
2018,1,19,13,59,Empty
2018,1,19,14,29,Empty
2018,1,23,2,33,Empty
2018,1,23,2,49,Occupied
2018,1,23,4,14,Empty
2018,1,29,23,34,Empty
2018,1,19,14,17,Empty
2018,1,19,15,0,Empty
2018,1,19,16,47,Empty
2018,2,17,11,29,Empty
2018,2,17,11,47,Empty
2018,1,14,2,46,Empty
2018,1,14,3,5,Empty
2018,1,23,10,6,Empty
2018,1,23,10,55,Empty
2018,1,28,15,4,Empty
2018,1,28,15,33,Empty
2018,1,28,15,45,Empty
2018,2,10,2,47,Empty
2018,2,10,3,50,Empty
2018,2,10,6,23,Empty
2018,2,10,7,18,Empty
2018,2,7,17,42,Empty
2018,2,7,18,24,Occupied
2018,2,7,18,46,Empty
2018,2,8,6,15,Empty
2018,2,8,7,17,Empty
2018,2,8,7,29,Empty
2018,2,8,7,47,Empty
2018,2,8,8,29,Empty
2018,1,27,20,24,Empty
2018,1,27,20,42,Empty
2018,1,27,21,13,Empty
2018,1,27,21,19,Empty
2018,1,28,0,10,Empty
2018,1,28,0,17,Empty
2018,2,15,14,31,Empty
2018,2,15,15,11,Occupied
2018,2,15,15,23,Occupied
2018,1,21,18,34,Occupied
2018,1,21,19,8,Empty
2018,1,21,20,6,Occupied
2018,1,21,20,37,Occupied
2018,1,21,21,25,Occupied
2018,1,21,21,31,Empty
2018,1,13,23,53,Occupied
2018,1,14,0,9,Occupied
2018,1,14,0,31,Occupied
2018,1,13,2,40,Empty
2018,1,13,3,20,Empty
2018,1,13,3,33,Empty
2018,1,13,4,39,Empty
2018,1,22,7,58,Occupied
2018,1,22,13,29,Empty
2018,1,22,13,34,Occupied
2018,1,12,15,48,Empty
2018,1,20,10,42,Occupied
2018,1,29,9,45,Occupied
2018,1,30,3,44,Empty
2018,1,30,4,12,Empty
2018,1,30,4,54,Empty
2018,1,30,6,19,Empty
2018,2,7,20,22,Occupied
2018,2,7,20,50,Empty
2018,2,7,23,39,Empty
2018,2,17,7,51,Empty
2018,2,13,9,25,Empty
2018,1,29,17,34,Empty
2018,1,29,17,56,Occupied
2018,1,29,18,36,Empty
2018,1,29,18,58,Empty
2018,1,29,19,37,Occupied
2018,2,12,21,11,Occupied
2018,1,29,23,11,Empty
2018,2,7,11,11,Occupied
2018,2,7,11,27,Occupied
2018,2,7,11,51,Empty
2018,2,7,12,16,Empty
2018,2,15,18,8,Occupied
2018,2,15,18,54,Empty
2018,2,15,19,58,Occupied
2018,2,7,20,1,Occupied
2018,2,7,20,38,Occupied
2018,2,7,21,16,Empty
2018,2,7,21,31,Empty
2018,1,7,11,4,Empty
2018,1,7,11,58,Empty
2018,1,7,14,42,Empty
2018,1,7,15,19,Empty
2018,1,7,15,31,Empty
2018,1,7,15,42,Empty
2018,2,13,21,20,Empty
2018,2,13,22,36,Empty
2018,2,7,23,9,Empty
2018,2,8,0,3,Empty
2018,2,8,0,45,Empty
2018,2,8,1,6,Occupied
2018,2,14,13,25,Empty
2018,1,6,22,2,Occupied
2018,1,6,23,0,Empty
2018,1,7,0,5,Occupied
2018,1,7,1,7,Empty
2018,1,7,1,45,Empty
2018,2,10,14,36,Empty
2018,2,10,15,6,Empty
2018,2,10,15,59,Empty
2018,2,10,16,4,Occupied
2018,2,10,16,56,Occupied
2018,2,10,17,20,Empty
2018,2,10,18,3,Occupied
2018,1,14,11,58,Occupied
2018,2,16,17,36,Empty
2018,2,16,18,17,Empty
2018,2,16,19,20,Occupied
2018,1,14,20,10,Empty
2018,1,23,19,1,Occupied
2018,1,23,19,18,Occupied
2018,1,23,20,22,Occupied
2018,1,23,11,56,Empty
2018,1,23,12,14,Empty
2018,1,27,11,35,Empty
2018,1,27,15,23,Empty
2018,1,27,15,29,Empty
2018,2,14,23,48,Occupied
2018,2,15,0,11,Occupied
2018,2,15,0,23,Empty
2018,2,17,9,4,Empty
2018,2,17,9,28,Empty
2018,2,17,10,47,Occupied
2018,2,17,11,11,Empty
2018,1,23,7,53,Empty
2018,1,23,8,11,Empty
2018,1,15,9,25,Empty
2018,1,15,10,56,Empty
2018,1,27,9,39,Empty
2018,1,27,9,57,Empty
2018,1,27,10,28,Empty
2018,1,23,14,56,Occupied
2018,1,23,16,37,Empty
2018,1,23,16,42,Occupied
2018,1,23,17,16,Occupied
2018,1,15,12,37,Occupied
2018,1,15,13,0,Empty
2018,2,15,1,39,Empty
2018,2,15,2,5,Empty
2018,2,15,2,30,Empty
2018,2,15,2,53,Empty
2018,2,15,3,17,Empty
2018,2,9,0,35,Empty
2018,2,9,1,43,Empty
2018,2,9,2,27,Empty
2018,2,9,2,45,Empty
2018,2,9,2,57,Empty
2018,2,9,3,20,Empty
2018,2,13,4,26,Occupied
2018,1,26,23,25,Occupied
2018,1,26,23,51,Occupied
2018,1,27,1,36,Empty
2018,1,27,2,34,Empty
2018,2,15,18,24,Occupied
2018,2,15,18,48,Empty
2018,2,15,8,56,Empty
2018,1,29,7,50,Empty
2018,1,29,8,2,Empty
2018,1,22,10,5,Empty
2018,1,22,10,11,Empty
2018,1,22,10,17,Empty
2018,1,22,10,54,Occupied
2018,1,22,11,5,Occupied
2018,1,30,11,36,Empty
2018,2,16,22,11,Empty
2018,2,16,22,48,Empty
2018,2,17,1,0,Empty
2018,2,8,6,51,Empty
2018,1,21,7,58,Empty
2018,1,21,8,58,Empty
2018,1,21,10,41,Empty
2018,1,21,11,30,Occupied
2018,1,21,11,47,Empty
2018,1,28,10,14,Empty
2018,1,28,12,9,Empty
2018,2,8,5,45,Empty
2018,2,8,8,5,Empty
2018,1,27,17,6,Empty
2018,1,27,17,31,Empty
2018,1,27,18,18,Occupied
2018,1,27,18,41,Occupied
2018,2,11,12,27,Occupied
2018,1,14,2,58,Empty
2018,1,14,3,31,Empty
2018,2,10,4,28,Empty
2018,2,10,5,21,Empty
2018,2,10,5,29,Empty
2018,2,10,5,37,Empty
2018,2,10,6,8,Empty
2018,2,10,7,24,Empty
2018,2,10,7,30,Empty
2018,2,10,7,49,Empty
2018,1,13,17,58,Empty
2018,1,28,6,57,Empty
2018,1,28,7,11,Empty
2018,1,28,9,13,Empty
2018,1,28,9,31,Empty
2018,2,10,15,47,Occupied
2018,2,10,16,34,Empty
2018,1,22,22,17,Empty
2018,1,23,0,34,Occupied
2018,1,23,0,55,Occupied
2018,1,27,18,13,Empty
2018,1,27,19,4,Occupied
2018,1,27,19,54,Empty
2018,1,27,20,0,Empty
2018,2,10,14,5,Empty
2018,2,10,14,42,Empty
2018,2,10,15,42,Occupied
2018,1,30,10,5,Empty
2018,1,30,10,11,Empty
2018,2,9,2,14,Empty
2018,2,10,16,22,Occupied
2018,2,10,18,49,Occupied
2018,2,10,21,4,Occupied
2018,1,27,16,0,Empty
2018,1,27,16,6,Empty
2018,1,27,16,42,Empty
2018,1,23,20,33,Occupied
2018,1,23,21,34,Occupied
2018,1,23,23,5,Occupied
2018,1,23,23,55,Empty
2018,1,24,0,6,Occupied
2018,1,21,17,49,Occupied
2018,1,21,18,6,Empty
2018,1,21,18,12,Occupied
2018,1,21,18,39,Occupied
2018,1,21,18,56,Empty
2018,1,21,21,7,Empty
2018,1,28,13,28,Empty
2018,1,28,13,34,Empty
2018,1,28,14,23,Empty
2018,1,28,16,21,Empty
2018,2,9,12,5,Occupied
2018,2,15,4,51,Empty
2018,2,15,5,15,Empty
2018,2,15,5,39,Empty
2018,1,14,23,34,Empty
2018,1,15,2,6,Empty
2018,1,27,8,51,Empty
2018,1,30,8,22,Empty
2018,1,15,11,44,Empty
2018,1,15,12,26,Empty
2018,1,15,13,25,Empty
2018,1,15,13,37,Empty
2018,1,22,18,54,Empty
2018,1,22,20,22,Empty
2018,1,22,21,41,Empty
2018,1,26,14,29,Occupied
2018,1,6,18,7,Empty
2018,1,6,21,50,Occupied
2018,1,6,23,30,Empty
2018,2,14,18,21,Occupied
2018,2,14,18,47,Occupied
2018,1,13,2,34,Empty
2018,1,13,4,19,Empty
2018,1,22,5,44,Empty
2018,1,22,6,7,Empty
2018,1,27,3,27,Occupied
2018,1,27,4,3,Empty
2018,1,23,23,28,Occupied
2018,2,13,9,55,Empty
2018,2,13,11,43,Empty
2018,2,13,11,55,Empty
2018,2,16,13,4,Empty
2018,2,16,14,52,Empty
2018,2,16,15,47,Empty
2018,2,16,15,59,Empty
2018,2,16,16,5,Empty
2018,2,16,17,12,Empty
2018,2,16,17,30,Empty
2018,2,16,17,42,Empty
2018,1,19,15,18,Empty
2018,1,26,21,2,Occupied
2018,1,14,13,28,Empty
2018,1,14,13,34,Empty
2018,2,13,15,29,Empty
2018,2,13,17,3,Empty
2018,2,13,17,39,Empty
2018,1,21,3,21,Empty
2018,1,21,7,19,Empty
2018,1,15,12,15,Empty
2018,1,29,15,58,Occupied
2018,1,27,12,5,Empty
2018,1,27,12,34,Empty
2018,1,27,12,47,Empty
2018,1,27,13,52,Empty
2018,1,27,16,24,Empty
2018,1,27,16,36,Empty
2018,2,13,2,41,Occupied
2018,2,13,2,56,Occupied
2018,2,13,4,0,Occupied
2018,2,13,1,1,Empty
2018,2,13,1,33,Occupied
2018,2,13,1,58,Occupied
2018,2,13,2,3,Occupied
2018,2,13,2,51,Occupied
2018,1,19,16,28,Empty
2018,1,19,17,23,Occupied
2018,1,29,7,13,Empty
2018,1,28,22,10,Empty
2018,1,28,22,16,Occupied
2018,1,21,5,29,Empty
2018,1,30,11,5,Empty
2018,1,14,8,2,Empty
2018,1,14,8,44,Empty
2018,1,14,9,33,Empty
2018,2,6,15,50,Empty
2018,2,6,16,2,Empty
2018,2,13,22,58,Occupied
2018,2,14,1,3,Empty
2018,1,7,17,49,Empty
2018,1,7,18,13,Empty
2018,1,7,18,25,Empty
2018,1,7,20,56,Empty
2018,1,7,21,8,Empty
2018,1,7,21,32,Empty
2018,2,16,6,29,Empty
2018,2,16,6,44,Empty
2018,2,8,23,10,Empty
2018,2,9,0,29,Empty
2018,2,9,1,6,Empty
2018,2,9,8,33,Empty
2018,2,9,8,39,Empty
2018,2,9,9,28,Empty
2018,2,9,9,45,Occupied
2018,1,13,5,25,Empty
2018,1,13,6,44,Empty
2018,1,13,7,48,Empty
2018,1,13,8,25,Empty
2018,1,30,13,42,Empty
2018,1,30,15,37,Empty
2018,1,30,16,26,Occupied
2018,1,15,16,13,Empty
2018,1,15,16,44,Empty
2018,1,15,18,33,Empty
2018,2,16,1,54,Empty
2018,2,16,2,25,Empty
2018,2,15,7,25,Empty
2018,2,15,7,31,Empty
2018,1,23,16,48,Empty
2018,1,23,17,4,Occupied
2018,1,23,17,54,Empty
2018,1,23,18,5,Occupied
2018,1,20,17,54,Empty
2018,1,20,18,10,Occupied
2018,1,20,18,32,Occupied
2018,1,20,21,14,Empty
2018,1,26,20,40,Empty
2018,2,12,16,51,Occupied
2018,2,12,19,42,Occupied
2018,1,22,21,10,Occupied
2018,1,22,22,11,Empty
2018,1,29,4,20,Empty
2018,1,29,5,23,Empty
2018,1,27,9,51,Empty
2018,1,27,10,10,Empty
2018,1,27,11,53,Empty
2018,1,27,12,41,Empty
2018,2,8,1,25,Empty
2018,2,8,2,55,Empty
2018,2,8,3,47,Empty
2018,2,8,4,24,Empty
2018,1,14,13,22,Empty
2018,2,10,21,9,Occupied
2018,2,10,21,47,Empty
2018,1,6,18,31,Empty
2018,1,6,18,37,Empty
2018,1,6,18,49,Empty
2018,1,6,19,49,Empty
2018,1,6,21,11,Empty
2018,1,6,21,28,Empty
2018,1,6,22,13,Empty
2018,1,6,22,18,Occupied
2018,1,6,23,18,Empty
2018,1,6,23,36,Empty
2018,1,7,0,47,Empty
2018,1,7,1,57,Empty
2018,1,7,2,4,Empty
2018,1,27,8,39,Empty
2018,1,27,9,15,Empty
2018,1,27,9,33,Empty
2018,1,27,9,45,Empty
2018,1,23,5,21,Empty
2018,1,23,5,58,Empty
2018,2,8,9,42,Empty
2018,2,8,10,17,Occupied
2018,2,6,15,31,Empty
2018,2,6,16,20,Empty
2018,2,6,17,44,Empty
2018,1,13,22,55,Empty
2018,1,13,23,26,Empty
2018,1,13,23,38,Empty
2018,1,14,0,26,Empty
2018,2,15,0,35,Empty
2018,2,15,0,41,Empty
2018,2,15,0,47,Empty
2018,2,15,1,5,Empty
2018,2,15,3,29,Empty
2018,2,15,3,52,Empty
2018,1,20,4,15,Empty
2018,1,20,5,18,Empty
2018,1,20,5,50,Empty
2018,1,20,7,15,Empty
2018,1,20,7,42,Empty
2018,2,10,2,28,Empty
2018,2,10,3,44,Empty
2018,2,10,5,13,Empty
2018,2,10,5,44,Empty
2018,2,10,6,15,Empty
2018,2,10,6,38,Empty
2018,2,16,8,27,Empty
2018,2,16,8,58,Empty
2018,1,6,8,17,Empty
2018,1,6,9,11,Empty
2018,1,6,9,35,Empty
2018,1,6,10,32,Empty
2018,1,6,11,39,Empty
2018,1,6,12,39,Empty
2018,1,6,17,6,Empty
2018,1,23,9,6,Empty
2018,1,23,11,13,Empty
2018,1,30,11,17,Empty
2018,2,17,8,3,Empty
2018,1,29,13,22,Occupied
2018,1,29,13,39,Occupied
2018,1,6,11,20,Empty
2018,1,6,11,32,Empty
2018,1,6,12,27,Empty
2018,1,6,13,28,Empty
2018,1,6,13,40,Empty
2018,1,6,13,52,Empty
2018,1,6,17,12,Empty
2018,1,6,17,48,Empty
2018,1,28,12,15,Empty
2018,1,28,13,46,Empty
2018,1,28,14,35,Empty
2018,1,7,7,43,Empty
2018,1,7,8,26,Occupied
2018,1,7,9,8,Empty
2018,1,7,10,27,Empty
2018,1,7,10,33,Empty
2018,2,16,10,32,Empty
2018,2,16,10,44,Empty
2018,2,16,10,50,Empty
2018,2,16,19,42,Occupied
2018,2,16,19,48,Occupied
2018,2,16,20,46,Occupied
2018,2,12,21,52,Occupied
2018,2,7,3,56,Empty
2018,2,9,23,57,Occupied
2018,2,10,0,2,Occupied
2018,2,10,0,34,Occupied
2018,2,10,2,15,Empty
2018,2,10,2,21,Empty
2018,1,16,1,32,Empty
2018,1,14,0,20,Occupied
2018,1,14,0,43,Occupied
2018,1,14,2,21,Empty
2018,1,19,21,15,Empty
2018,1,19,22,52,Empty
2018,2,7,2,28,Empty
2018,2,7,2,50,Empty
2018,2,7,4,26,Empty
2018,1,22,8,4,Empty
2018,1,22,8,22,Empty
2018,2,10,14,30,Empty
2018,2,10,15,0,Empty
2018,2,10,16,45,Occupied
2018,2,10,17,14,Empty
2018,1,23,9,30,Empty
2018,1,23,9,36,Empty
2018,1,19,16,11,Empty
2018,1,19,16,53,Empty
2018,1,13,2,53,Empty
2018,1,13,3,13,Empty
2018,1,13,3,53,Empty
2018,1,13,4,45,Empty
2018,1,13,5,58,Empty
2018,1,6,21,17,Empty
2018,1,6,21,34,Occupied
2018,1,6,21,45,Occupied
2018,1,7,0,35,Empty
2018,1,7,1,51,Empty
2018,1,15,13,42,Occupied
2018,1,15,13,54,Empty
2018,1,15,14,42,Empty
2018,1,15,15,31,Empty
2018,1,15,15,49,Empty
2018,2,6,14,4,Occupied
2018,2,6,15,2,Empty
2018,2,6,16,44,Empty
2018,2,6,17,14,Empty
2018,2,6,17,38,Empty
2018,2,6,22,52,Empty
2018,2,6,23,27,Occupied
2018,2,6,23,49,Empty
2018,2,7,0,8,Empty
2018,2,7,0,45,Empty
2018,2,7,2,5,Empty
2018,2,13,5,47,Occupied
2018,2,13,5,57,Occupied
2018,2,13,6,54,Occupied
2018,2,13,7,41,Empty
2018,1,20,1,21,Empty
2018,1,20,1,38,Empty
2018,1,20,1,45,Empty
2018,1,20,2,49,Empty
2018,1,28,18,23,Occupied
2018,1,28,19,47,Empty
2018,1,28,20,17,Empty
2018,1,28,21,46,Empty
2018,1,28,22,43,Occupied
2018,1,28,23,0,Occupied
2018,1,14,1,44,Empty
2018,2,10,23,9,Occupied
2018,2,11,0,12,Occupied
2018,2,11,0,35,Empty
2018,2,14,0,27,Empty
2018,2,14,0,38,Occupied
2018,2,14,0,50,Empty
2018,2,14,1,38,Empty
2018,2,14,5,11,Empty
2018,1,21,9,10,Empty
2018,1,21,10,23,Empty
2018,1,21,13,28,Occupied
2018,1,22,14,51,Occupied
2018,1,22,14,56,Occupied
2018,1,22,16,3,Empty
2018,1,22,17,4,Empty
2018,2,10,20,43,Empty
2018,2,10,20,54,Empty
2018,2,7,18,31,Empty
2018,2,7,18,39,Empty
2018,2,7,20,56,Empty
2018,1,30,17,1,Empty
2018,1,30,18,40,Empty
2018,2,10,5,52,Empty
2018,2,10,7,0,Empty
2018,2,10,7,12,Empty
2018,2,10,8,13,Empty
2018,2,8,8,17,Empty
2018,2,8,8,41,Empty
2018,2,8,9,36,Empty
2018,2,8,9,48,Empty
2018,2,8,9,54,Empty
2018,2,8,10,29,Empty
2018,2,8,10,47,Empty
2018,1,21,15,56,Empty
2018,1,21,17,33,Occupied
2018,1,21,17,38,Occupied
2018,1,21,19,2,Empty
2018,2,14,17,2,Empty
2018,1,5,15,18,Empty
2018,1,5,16,1,Empty
2018,1,5,16,15,Empty
2018,1,27,19,24,Occupied
2018,1,27,19,37,Empty
2018,1,27,21,25,Empty
2018,1,27,23,22,Empty
2018,2,14,3,40,Empty
2018,2,14,3,48,Empty
2018,2,14,3,55,Empty
2018,2,6,19,43,Occupied
2018,1,21,18,0,Empty
2018,1,13,12,25,Empty
2018,2,11,11,46,Occupied
2018,2,10,17,26,Occupied
2018,2,10,17,52,Occupied
2018,1,28,9,37,Empty
2018,1,28,10,32,Empty
2018,1,28,11,20,Empty
2018,1,28,12,45,Empty
2018,2,16,12,40,Occupied
2018,2,7,9,25,Empty
2018,2,7,9,48,Occupied
2018,2,7,10,49,Occupied
2018,1,13,22,31,Empty
2018,1,13,22,37,Empty
2018,1,13,23,2,Empty
2018,1,13,23,48,Occupied
2018,2,13,7,53,Empty
2018,2,13,8,24,Empty
2018,2,13,8,30,Empty
2018,2,13,8,48,Empty
2018,2,13,8,54,Empty
2018,1,27,2,10,Occupied
2018,1,27,2,46,Occupied
2018,1,27,3,39,Empty
2018,1,27,3,45,Empty
2018,1,27,4,52,Empty
2018,1,27,4,57,Occupied
2018,1,27,5,8,Occupied
2018,2,16,17,0,Empty
2018,2,13,13,26,Empty
2018,2,13,13,44,Empty
2018,2,13,14,7,Occupied
2018,2,13,14,13,Empty
2018,2,7,14,37,Empty
2018,2,7,15,25,Empty
2018,2,7,15,31,Empty
2018,2,9,10,30,Empty
2018,2,9,10,48,Empty
2018,2,13,22,14,Occupied
2018,1,30,15,52,Occupied
2018,1,30,17,24,Occupied
2018,1,30,17,29,Occupied
2018,1,30,18,11,Occupied
2018,1,30,18,56,Occupied
2018,1,23,1,45,Occupied
2018,1,23,3,24,Empty
2018,1,30,5,51,Empty
2018,1,14,21,32,Empty
2018,2,9,4,3,Empty
2018,2,9,7,20,Empty
2018,2,9,7,57,Empty
2018,2,6,18,25,Empty
2018,2,6,20,43,Empty
2018,2,16,16,23,Empty
2018,1,15,10,32,Empty
2018,2,10,8,49,Empty
2018,2,10,11,23,Empty
2018,1,22,8,34,Empty
2018,1,22,8,52,Empty
2018,1,21,11,53,Empty
2018,1,21,12,29,Empty
2018,1,21,13,23,Occupied
2018,1,21,14,2,Occupied
2018,1,21,14,49,Occupied
2018,1,21,15,14,Empty
2018,2,15,13,31,Occupied
2018,2,13,14,51,Occupied
2018,2,13,16,20,Occupied
2018,1,22,4,50,Empty
2018,1,22,6,30,Empty
2018,1,5,12,1,Occupied
2018,1,5,13,4,Occupied
2018,1,5,13,26,Occupied
2018,1,5,14,24,Empty
2018,1,20,14,44,Occupied
2018,1,20,15,5,Occupied
2018,1,28,21,4,Empty
2018,1,28,21,16,Empty
2018,1,28,22,26,Occupied
2018,1,28,23,57,Empty
2018,1,22,16,51,Empty
2018,2,14,23,20,Occupied
2018,2,14,23,37,Occupied
2018,2,15,0,53,Empty
2018,2,15,1,24,Empty
2018,2,9,4,56,Empty
2018,1,29,14,59,Empty
2018,1,12,16,49,Empty
2018,1,12,17,20,Empty
2018,1,12,14,49,Occupied
2018,1,12,14,54,Occupied
2018,1,12,15,36,Empty
2018,1,22,10,38,Occupied
2018,1,22,10,49,Occupied
2018,1,22,11,17,Occupied
2018,1,12,22,21,Occupied
2018,1,12,22,32,Occupied
2018,1,12,23,3,Occupied
2018,1,12,23,39,Occupied
2018,1,12,20,28,Empty
2018,1,12,21,27,Occupied
2018,1,6,8,59,Empty
2018,1,6,10,21,Occupied
2018,2,9,7,44,Empty
2018,2,7,4,18,Empty
2018,2,7,4,40,Empty
2018,2,7,5,25,Empty
2018,2,7,5,47,Empty
2018,2,7,4,48,Empty
2018,2,7,5,39,Empty
2018,2,7,5,54,Empty
2018,2,8,14,36,Empty
2018,2,16,13,22,Empty
2018,2,16,14,10,Empty
2018,1,21,0,0,Empty
2018,1,21,0,24,Empty
2018,1,21,0,50,Occupied
2018,1,21,1,0,Occupied
2018,1,21,2,2,Empty
2018,1,21,2,51,Empty
2018,1,29,5,57,Empty
2018,1,29,6,11,Empty
2018,2,6,20,4,Occupied
2018,2,6,20,31,Occupied
2018,2,6,23,10,Empty
2018,1,15,0,17,Empty
2018,1,15,1,17,Empty
2018,1,15,1,38,Empty
2018,1,15,1,45,Empty
2018,1,15,1,52,Empty
2018,1,21,23,4,Empty
2018,1,22,0,50,Empty
2018,1,22,2,36,Empty
2018,2,8,21,27,Occupied
2018,2,8,22,53,Occupied
2018,2,9,0,23,Empty
2018,1,20,8,43,Empty
2018,1,20,8,49,Empty
2018,1,20,9,43,Empty
2018,1,20,10,8,Empty
2018,1,20,10,20,Empty
2018,2,9,13,25,Empty
2018,2,9,14,0,Occupied
2018,2,9,14,6,Empty
2018,1,28,10,38,Empty
2018,1,28,12,21,Empty
2018,1,28,14,10,Empty
2018,2,10,15,12,Occupied
2018,2,10,15,18,Empty
2018,2,7,22,8,Empty
2018,2,7,22,32,Empty
2018,2,7,22,38,Empty
2018,2,7,23,51,Empty
2018,2,16,19,37,Empty
2018,2,16,19,58,Occupied
2018,2,16,20,14,Occupied
2018,2,16,21,8,Empty
2018,2,16,21,14,Occupied
2018,2,16,22,23,Empty
2018,2,16,23,25,Empty
2018,2,16,11,20,Empty
2018,2,16,12,0,Empty
2018,1,20,19,57,Occupied
2018,1,20,21,20,Empty
2018,1,20,22,49,Occupied
2018,1,20,23,11,Empty
2018,2,16,0,34,Empty
2018,2,16,1,17,Empty
2018,2,16,1,35,Empty
2018,2,16,2,0,Empty
